agent_type,temperature_c,temperature_f,concentration_pct,flooding_factor_metric,flooding_factor_imperial,source
FM-200,26.667,80,11.0,0.879414,0.0549,calculo_supresion.xlsx tabla_temperatura
FM-200,32.222,90,11.0,0.861793,0.0538,calculo_supresion.xlsx tabla_temperatura
FM-200,37.778,100,11.0,0.844173,0.0527,calculo_supresion.xlsx tabla_temperatura
FM-200,43.333,110,11.0,0.828155,0.0517,calculo_supresion.xlsx tabla_temperatura
FM-200,48.889,120,11.0,0.812136,0.0507,calculo_supresion.xlsx tabla_temperatura
FM-200,54.444,130,11.0,0.797719,0.0498,calculo_supresion.xlsx tabla_temperatura
FM-200,60.0,140,11.0,0.783303,0.0489,calculo_supresion.xlsx tabla_temperatura
FM-200,-12.222,10,12.0,1.130904,0.0706,calculo_supresion.xlsx tabla_temperatura
FM-200,-6.667,20,12.0,1.105274,0.069,calculo_supresion.xlsx tabla_temperatura
FM-200,-1.111,30,12.0,1.079644,0.0674,calculo_supresion.xlsx tabla_temperatura
FM-200,4.444,40,12.0,1.055617,0.0659,calculo_supresion.xlsx tabla_temperatura
FM-200,10.0,50,12.0,1.033191,0.0645,calculo_supresion.xlsx tabla_temperatura
FM-200,15.556,60,12.0,1.010765,0.0631,calculo_supresion.xlsx tabla_temperatura
FM-200,21.111,70,12.0,0.989941,0.0618,calculo_supresion.xlsx tabla_temperatura
FM-200,26.667,80,12.0,0.969117,0.0605,calculo_supresion.xlsx tabla_temperatura
FM-200,32.222,90,12.0,0.949895,0.0593,calculo_supresion.xlsx tabla_temperatura
FM-200,37.778,100,12.0,0.932275,0.0582,calculo_supresion.xlsx tabla_temperatura
FM-200,43.333,110,12.0,0.913052,0.057,calculo_supresion.xlsx tabla_temperatura
FM-200,48.889,120,12.0,0.897034,0.056,calculo_supresion.xlsx tabla_temperatura
FM-200,54.444,130,12.0,0.879414,0.0549,calculo_supresion.xlsx tabla_temperatura
FM-200,60.0,140,12.0,0.863395,0.0539,calculo_supresion.xlsx tabla_temperatura
